,hour,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,click
3642461,,,,,,,,,,,,,,0.0
3642478,,,,,,,,,,,,,,0.0
3642479,,,,,,,,,,,,,,0.0
3642486,,,,,,,,,,,,,,1.0
3642490,14102119.0,0.0,84c7ba46,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,c357dbff,c3e0266d,373ecbe6,0.0,0.0,
3642501,,,,,,,,,,,,,,0.0
3642511,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,f888bf4c,5b9c592b,0f2161f8,dee45b55,6ae10169,7abbbd5c,1.0,0.0,
3642526,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,3f2a6cbb,33da2e74,cef3e649,a99f214a,dda84db3,3bb1ddd7,1.0,0.0,
3642539,,,,,,,,,,,,,,1.0
3642555,,,,,,,,,,,,,,0.0
3642560,,,,,,,,,,,,,,0.0
3642570,,,,,,,,,,,,,,0.0
3642579,,,,,,,,,,,,,,0.0
3642580,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,a37bf1e4,7801e8d9,07d7df22,9d0553f3,b650e1d7,08ac11ab,0.0,0.0,
3642590,,,,,,,,,,,,,,0.0
3642600,,,,,,,,,,,,,,0.0
3642603,,,,,,,,,,,,,,0.0
3642607,,,,,,,,,,,,,,0.0
3642612,14102119.0,1.0,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9710a072,3bd9e8e7,1.0,0.0,
3642613,,,,,,,,,,,,,,0.0
3642629,,,,,,,,,,,,,,0.0
3642633,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,66f5e02e,6f7ca2ba,0f2161f8,a99f214a,073fedc0,fa61e8fe,1.0,0.0,
3642638,,,,,,,,,,,,,,0.0
3642642,,,,,,,,,,,,,,0.0
3642643,,,,,,,,,,,,,,0.0
3642655,,,,,,,,,,,,,,0.0
3642656,,,,,,,,,,,,,,0.0
3642661,,,,,,,,,,,,,,0.0
3642680,,,,,,,,,,,,,,0.0
3642686,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,806c4f17,93a90f85,1.0,0.0,
3642707,,,,,,,,,,,,,,0.0
3642711,14102119.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,07344b6f,36d749e5,1.0,0.0,
3642713,,,,,,,,,,,,,,0.0
3642719,,,,,,,,,,,,,,0.0
3642723,,,,,,,,,,,,,,0.0
3642729,,,,,,,,,,,,,,0.0
3642741,,,,,,,,,,,,,,0.0
3642742,,,,,,,,,,,,,,0.0
3642743,,,,,,,,,,,,,,0.0
3642773,,,,,,,,,,,,,,0.0
3642777,14102119.0,0.0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,0db2fbc3,c6263d8a,1.0,0.0,
3642786,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,85b28c93,ae637522,8ded1f7a,a99f214a,0a1de607,dc31133e,1.0,2.0,
3642789,,,,,,,,,,,,,,0.0
3642791,,,,,,,,,,,,,,1.0
3642799,,,,,,,,,,,,,,1.0
3642812,,,,,,,,,,,,,,0.0
3642817,14102119.0,1.0,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,cd07fc57,76dc4769,1.0,0.0,
3642819,,,,,,,,,,,,,,0.0
3642830,,,,,,,,,,,,,,0.0
3642832,,,,,,,,,,,,,,0.0
3642842,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,08a53ae7,7801e8d9,07d7df22,886edcd5,fe434cb0,c9f3a331,0.0,0.0,
3642847,,,,,,,,,,,,,,0.0
3642851,,,,,,,,,,,,,,0.0
3642852,,,,,,,,,,,,,,0.0
3642854,,,,,,,,,,,,,,0.0
3642865,14102119.0,1.0,85f751fd,c4e18dd6,50e219e0,ffc6ffd0,7801e8d9,0f2161f8,6da6f915,b5d42d26,f07e20f8,4.0,0.0,
3642871,,,,,,,,,,,,,,0.0
3642886,,,,,,,,,,,,,,0.0
3642890,,,,,,,,,,,,,,0.0
3642891,,,,,,,,,,,,,,0.0
3642905,14102119.0,1.0,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,32ddcf28,76dc4769,1.0,0.0,
3642907,,,,,,,,,,,,,,0.0
3642910,,,,,,,,,,,,,,0.0
3642919,,,,,,,,,,,,,,0.0
3642925,,,,,,,,,,,,,,0.0
3642929,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,de23f149,ae637522,0f2161f8,a99f214a,c7abc414,e1eae715,1.0,2.0,
3642936,,,,,,,,,,,,,,1.0
3642937,14102119.0,0.0,2a68aa20,9b851bd8,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,c96774f7,be6db1d7,1.0,0.0,
3642938,,,,,,,,,,,,,,0.0
3642969,,,,,,,,,,,,,,0.0
3642977,,,,,,,,,,,,,,0.0
3642982,14102119.0,1.0,e8f79e60,c4342784,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b73f670f,a0f5f879,1.0,0.0,
3642985,,,,,,,,,,,,,,1.0
3642988,,,,,,,,,,,,,,0.0
3642989,,,,,,,,,,,,,,0.0
3642999,,,,,,,,,,,,,,0.0
3643017,,,,,,,,,,,,,,0.0
3643027,14102119.0,1.0,5756237e,27e3c518,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c76796dd,7abbbd5c,1.0,0.0,
3643029,,,,,,,,,,,,,,0.0
3643030,,,,,,,,,,,,,,0.0
3643040,14102119.0,0.0,7294ea0f,863fa89d,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,6ab1f607,fa61e8fe,1.0,0.0,
3643049,,,,,,,,,,,,,,0.0
3643050,,,,,,,,,,,,,,0.0
3643056,,,,,,,,,,,,,,1.0
3643062,14102119.0,1.0,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4af7ec06,76dc4769,1.0,0.0,
3643063,,,,,,,,,,,,,,0.0
3643067,,,,,,,,,,,,,,0.0
3643072,,,,,,,,,,,,,,0.0
3643074,,,,,,,,,,,,,,0.0
3643085,,,,,,,,,,,,,,1.0
3643107,,,,,,,,,,,,,,0.0
3643115,,,,,,,,,,,,,,0.0
3643116,,,,,,,,,,,,,,1.0
3643129,,,,,,,,,,,,,,0.0
3643135,,,,,,,,,,,,,,0.0
3643145,,,,,,,,,,,,,,0.0
3643149,,,,,,,,,,,,,,0.0
3643158,,,,,,,,,,,,,,1.0
3643162,,,,,,,,,,,,,,1.0
3643166,,,,,,,,,,,,,,0.0
3643173,,,,,,,,,,,,,,0.0
3643185,,,,,,,,,,,,,,0.0
3643203,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,9145989f,60eb1f19,1.0,0.0,
3643204,14102119.0,1.0,92c7cbe7,6e882918,75fa27f6,ecad2386,7801e8d9,07d7df22,a99f214a,f9e7353b,1df52df3,1.0,0.0,
3643217,,,,,,,,,,,,,,0.0
3643224,,,,,,,,,,,,,,0.0
3643230,,,,,,,,,,,,,,1.0
3643231,,,,,,,,,,,,,,1.0
3643232,,,,,,,,,,,,,,0.0
3643236,14102119.0,1.0,85f751fd,c4e18dd6,50e219e0,f7dd00ec,7801e8d9,0f2161f8,fbe2937f,b8928e56,f07e20f8,4.0,0.0,
3643240,,,,,,,,,,,,,,0.0
3643246,,,,,,,,,,,,,,0.0
3643252,,,,,,,,,,,,,,0.0
3643254,14102119.0,1.0,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b5624b99,5ec45883,1.0,0.0,
3643262,,,,,,,,,,,,,,0.0
3643264,,,,,,,,,,,,,,0.0
3643269,14102119.0,0.0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,0f29b57a,dc00d461,1.0,0.0,
3643270,,,,,,,,,,,,,,0.0
3643279,,,,,,,,,,,,,,0.0
3643280,,,,,,,,,,,,,,1.0
3643289,,,,,,,,,,,,,,0.0
3643306,14102119.0,1.0,e5c60a05,7256c623,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,88f9c19a,5ec45883,1.0,0.0,
3643310,,,,,,,,,,,,,,0.0
3643312,,,,,,,,,,,,,,0.0
3643314,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,d8784af5,2347f47a,8ded1f7a,d7999212,d7fa5a95,3db9fde9,1.0,0.0,
3643324,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,fb7c70a3,d9b5648e,0f2161f8,312066c0,84ad385a,aad45b01,1.0,0.0,
3643334,14102119.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,baf44d2b,1fa06e1b,1.0,0.0,
3643336,,,,,,,,,,,,,,0.0
3643337,,,,,,,,,,,,,,0.0
3643346,,,,,,,,,,,,,,0.0
3643352,,,,,,,,,,,,,,1.0
3643353,,,,,,,,,,,,,,0.0
3643356,14102119.0,1.0,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,dd290c11,034b811d,1.0,0.0,
3643364,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,a99f214a,d3a0c70d,2b61f4fd,1.0,0.0,
3643365,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,339f2281,d9b5648e,0f2161f8,a99f214a,6a7744d7,9b5ce758,1.0,0.0,
3643374,,,,,,,,,,,,,,0.0
3643384,14102119.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,32941ac3,f39b265e,1.0,0.0,
3643388,,,,,,,,,,,,,,0.0
3643412,,,,,,,,,,,,,,0.0
3643421,,,,,,,,,,,,,,0.0
3643434,,,,,,,,,,,,,,0.0
3643436,,,,,,,,,,,,,,0.0
3643449,,,,,,,,,,,,,,1.0
3643458,,,,,,,,,,,,,,0.0
3643466,,,,,,,,,,,,,,1.0
3643473,,,,,,,,,,,,,,0.0
3643475,,,,,,,,,,,,,,0.0
3643488,14102119.0,1.0,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,51bd4ff2,ff065cf0,1.0,2.0,
3643494,,,,,,,,,,,,,,0.0
3643512,,,,,,,,,,,,,,0.0
3643515,,,,,,,,,,,,,,0.0
3643523,,,,,,,,,,,,,,0.0
3643529,,,,,,,,,,,,,,0.0
3643532,,,,,,,,,,,,,,0.0
3643538,,,,,,,,,,,,,,0.0
3643540,,,,,,,,,,,,,,1.0
3643549,14102119.0,0.0,93eaba74,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,2fd2b1e4,909d8f37,1.0,0.0,
3643550,,,,,,,,,,,,,,0.0
3643551,,,,,,,,,,,,,,0.0
3643560,14102119.0,0.0,84c7ba46,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,c357dbff,4b3a3a16,373ecbe6,0.0,0.0,
3643576,,,,,,,,,,,,,,1.0
3643586,,,,,,,,,,,,,,0.0
3643604,,,,,,,,,,,,,,0.0
3643613,,,,,,,,,,,,,,0.0
3643619,,,,,,,,,,,,,,1.0
3643620,14102119.0,0.0,6ec06dbd,d262cf1e,f66779e6,ecad2386,7801e8d9,07d7df22,a99f214a,53f15aad,c1a17447,1.0,0.0,
3643627,,,,,,,,,,,,,,0.0
3643642,,,,,,,,,,,,,,0.0
3643650,,,,,,,,,,,,,,1.0
3643653,14102119.0,1.0,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ea29beaa,1f0bc64f,1.0,0.0,
3643661,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,eed83054,158e4944,1.0,0.0,
3643662,,,,,,,,,,,,,,0.0
3643667,,,,,,,,,,,,,,0.0
3643669,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,3db1dbc2,7abbbd5c,1.0,0.0,
3643671,,,,,,,,,,,,,,0.0
3643676,,,,,,,,,,,,,,0.0
3643689,,,,,,,,,,,,,,1.0
3643691,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,be7c618d,2347f47a,f95efa07,86cbe052,c22be65e,999112d6,1.0,2.0,
3643694,,,,,,,,,,,,,,1.0
3643700,14102119.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a8536f3a,8a4875bd,1.0,0.0,
3643702,,,,,,,,,,,,,,0.0
3643704,,,,,,,,,,,,,,0.0
3643729,14102119.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b0933c41,c6263d8a,1.0,0.0,
3643731,,,,,,,,,,,,,,1.0
3643745,14102119.0,0.0,93eaba74,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,c93a45fd,ecb851b2,1.0,0.0,
3643749,14102119.0,0.0,9185e647,838d7c79,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,e747bf71,a0f5f879,1.0,0.0,
3643758,,,,,,,,,,,,,,0.0
3643760,,,,,,,,,,,,,,0.0
3643765,,,,,,,,,,,,,,0.0
3643767,,,,,,,,,,,,,,0.0
3643784,,,,,,,,,,,,,,0.0
3643796,,,,,,,,,,,,,,0.0
3643836,,,,,,,,,,,,,,0.0
3643850,,,,,,,,,,,,,,1.0
3643877,,,,,,,,,,,,,,0.0
3643881,,,,,,,,,,,,,,0.0
3643890,,,,,,,,,,,,,,0.0
3643898,14102119.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,67a75bd6,4ea23a13,1.0,0.0,
3643899,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,f8b4408a,99e427c9,1.0,0.0,
3643910,,,,,,,,,,,,,,0.0
3643911,,,,,,,,,,,,,,1.0
3643915,14102119.0,1.0,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b85b3ef5,1b01c4ed,1.0,0.0,
3643918,,,,,,,,,,,,,,0.0
3643932,14102119.0,1.0,85f751fd,c4e18dd6,50e219e0,826c565e,7801e8d9,0f2161f8,80293a58,a4d9230a,f07e20f8,4.0,0.0,
3643935,,,,,,,,,,,,,,0.0
3643972,,,,,,,,,,,,,,0.0
3643979,,,,,,,,,,,,,,0.0
3643988,,,,,,,,,,,,,,0.0
3643995,,,,,,,,,,,,,,0.0
3644006,,,,,,,,,,,,,,0.0
3644014,,,,,,,,,,,,,,0.0
3644015,,,,,,,,,,,,,,1.0
3644022,,,,,,,,,,,,,,0.0
3644028,14102119.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,21f13711,8a4875bd,1.0,0.0,
3644032,,,,,,,,,,,,,,0.0
3644035,,,,,,,,,,,,,,0.0
3644053,14102119.0,1.0,85f751fd,c4e18dd6,50e219e0,c7f29df3,7801e8d9,0f2161f8,f24a95cc,046dedc0,5096d134,4.0,0.0,
3644072,,,,,,,,,,,,,,1.0
3644075,,,,,,,,,,,,,,0.0
3644084,,,,,,,,,,,,,,0.0
3644085,,,,,,,,,,,,,,0.0
3644089,,,,,,,,,,,,,,0.0
3644106,,,,,,,,,,,,,,0.0
3644116,,,,,,,,,,,,,,0.0
3644119,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,a99f214a,a90f92ef,7abbbd5c,1.0,0.0,
3644129,,,,,,,,,,,,,,0.0
3644136,,,,,,,,,,,,,,0.0
3644141,,,,,,,,,,,,,,0.0
3644158,,,,,,,,,,,,,,0.0
3644162,,,,,,,,,,,,,,0.0
3644172,,,,,,,,,,,,,,0.0
3644177,,,,,,,,,,,,,,1.0
3644190,,,,,,,,,,,,,,0.0
3644193,,,,,,,,,,,,,,0.0
3644194,,,,,,,,,,,,,,0.0
3644211,,,,,,,,,,,,,,0.0
3644235,14102119.0,1.0,85f751fd,c4e18dd6,50e219e0,ffc6ffd0,7801e8d9,0f2161f8,4cafa4ff,3287c52d,5096d134,4.0,0.0,
3644239,,,,,,,,,,,,,,1.0
3644241,,,,,,,,,,,,,,0.0
3644243,,,,,,,,,,,,,,0.0
3644252,,,,,,,,,,,,,,0.0
3644258,,,,,,,,,,,,,,0.0
3644269,,,,,,,,,,,,,,0.0
3644277,,,,,,,,,,,,,,1.0
3644284,,,,,,,,,,,,,,0.0
3644294,,,,,,,,,,,,,,0.0
3644312,,,,,,,,,,,,,,0.0
3644357,,,,,,,,,,,,,,0.0
3644364,,,,,,,,,,,,,,0.0
3644368,,,,,,,,,,,,,,1.0
3644372,,,,,,,,,,,,,,0.0
3644378,,,,,,,,,,,,,,1.0
3644382,,,,,,,,,,,,,,0.0
3644383,,,,,,,,,,,,,,0.0
3644388,,,,,,,,,,,,,,0.0
3644393,,,,,,,,,,,,,,0.0
3644397,,,,,,,,,,,,,,1.0
3644410,,,,,,,,,,,,,,1.0
3644411,,,,,,,,,,,,,,0.0
3644416,,,,,,,,,,,,,,0.0
3644419,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,a7ae052e,2347f47a,f95efa07,a99f214a,3828d692,77bf3c3c,1.0,2.0,
3644441,,,,,,,,,,,,,,0.0
3644448,,,,,,,,,,,,,,0.0
3644450,,,,,,,,,,,,,,0.0
3644453,,,,,,,,,,,,,,1.0
3644455,,,,,,,,,,,,,,0.0
3644460,,,,,,,,,,,,,,0.0
3644490,,,,,,,,,,,,,,0.0
3644491,,,,,,,,,,,,,,0.0
3644521,,,,,,,,,,,,,,1.0
3644522,,,,,,,,,,,,,,0.0
3644533,,,,,,,,,,,,,,1.0
3644546,,,,,,,,,,,,,,0.0
3644547,,,,,,,,,,,,,,1.0
3644548,,,,,,,,,,,,,,1.0
3644556,,,,,,,,,,,,,,0.0
3644562,,,,,,,,,,,,,,1.0
3644567,,,,,,,,,,,,,,0.0
3644569,,,,,,,,,,,,,,0.0
3644577,14102119.0,0.0,9a977531,a434fa42,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d42a0acc,76dc4769,1.0,0.0,
3644578,,,,,,,,,,,,,,0.0
3644583,,,,,,,,,,,,,,0.0
3644591,,,,,,,,,,,,,,0.0
3644592,,,,,,,,,,,,,,0.0
3644593,,,,,,,,,,,,,,0.0
3644596,14102119.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6b9769f2,4ea23a13,1.0,0.0,
3644620,,,,,,,,,,,,,,0.0
3644631,,,,,,,,,,,,,,0.0
3644632,,,,,,,,,,,,,,0.0
3644641,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,b223f79c,f5eb3bc9,6d44e29a,1.0,0.0,
3644642,,,,,,,,,,,,,,0.0
3644647,14102119.0,1.0,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ecfbd052,6f21a189,1.0,0.0,
3644653,14102119.0,1.0,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a719528d,945dd5c4,1.0,0.0,
3644662,,,,,,,,,,,,,,0.0
3644669,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,0acbeaa3,45a51db4,f95efa07,a99f214a,7119a511,2891f384,1.0,0.0,
3644687,,,,,,,,,,,,,,1.0
3644708,,,,,,,,,,,,,,1.0
3644717,,,,,,,,,,,,,,0.0
3644737,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,46774ea6,15ec7f39,0f2161f8,14296b3e,9816896f,a264bba3,1.0,5.0,
3644741,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,3f94d062,33da2e74,8ded1f7a,a99f214a,f365412e,38fa23d7,1.0,2.0,
3644742,,,,,,,,,,,,,,0.0
3644745,,,,,,,,,,,,,,0.0
3644763,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,55b80a31,b874038d,4ea23a13,1.0,0.0,
3644765,,,,,,,,,,,,,,1.0
3644769,,,,,,,,,,,,,,0.0
3644774,14102119.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6b6c1736,36d749e5,1.0,0.0,
3644778,14102119.0,1.0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,86b6ba76,aaffed8f,1.0,0.0,
3644780,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,3f2a6cbb,33da2e74,cef3e649,a99f214a,009a7861,3bb1ddd7,1.0,0.0,
3644784,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,45aff1a2,5c620f04,d1327cf5,6b8c45a5,485630e5,5db079b5,1.0,2.0,
3644785,,,,,,,,,,,,,,0.0
3644806,,,,,,,,,,,,,,0.0
3644812,,,,,,,,,,,,,,0.0
3644817,,,,,,,,,,,,,,0.0
3644821,,,,,,,,,,,,,,0.0
3644839,14102119.0,1.0,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,127aa83c,84ebbcd4,1.0,0.0,
3644843,,,,,,,,,,,,,,0.0
3644845,,,,,,,,,,,,,,1.0
3644849,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,a99f214a,3768f40f,d4897fef,1.0,0.0,
3644857,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,e1576b5d,7abbbd5c,1.0,0.0,
3644863,14102119.0,1.0,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,be454739,d4897fef,1.0,0.0,
3644865,,,,,,,,,,,,,,0.0
3644872,,,,,,,,,,,,,,0.0
3644883,,,,,,,,,,,,,,1.0
3644886,,,,,,,,,,,,,,0.0
3644888,,,,,,,,,,,,,,0.0
3644897,,,,,,,,,,,,,,0.0
3644924,,,,,,,,,,,,,,0.0
3644930,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,2bc6bb64,7801e8d9,0f2161f8,a99f214a,763db4a4,1f0bc64f,1.0,0.0,
3644946,14102119.0,1.0,178a7b89,b4598159,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5ec19448,8a4875bd,1.0,0.0,
3644970,14102119.0,1.0,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,cd1e2b73,5ec45883,1.0,0.0,
3644977,,,,,,,,,,,,,,0.0
3644987,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,1e51156e,ba0bf26a,d787e91b,1.0,0.0,
3644992,,,,,,,,,,,,,,0.0
3644994,,,,,,,,,,,,,,1.0
3644998,,,,,,,,,,,,,,0.0
3645000,14102119.0,0.0,ff361da0,6dbd48f0,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,d7827f48,6332421a,1.0,0.0,
3645004,,,,,,,,,,,,,,0.0
3645015,,,,,,,,,,,,,,0.0
3645024,,,,,,,,,,,,,,0.0
3645034,,,,,,,,,,,,,,1.0
3645040,,,,,,,,,,,,,,0.0
3645049,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,98fed791,d9b5648e,0f2161f8,a99f214a,2811f54d,72a00661,1.0,0.0,
3645060,,,,,,,,,,,,,,0.0
3645090,,,,,,,,,,,,,,0.0
3645095,,,,,,,,,,,,,,0.0
3645097,,,,,,,,,,,,,,0.0
3645100,,,,,,,,,,,,,,0.0
3645125,14102119.0,1.0,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,40915899,89416188,1.0,0.0,
3645132,,,,,,,,,,,,,,1.0
3645133,,,,,,,,,,,,,,0.0
3645162,,,,,,,,,,,,,,0.0
3645191,,,,,,,,,,,,,,0.0
3645192,14102119.0,1.0,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6ca7b050,4ea23a13,1.0,0.0,
3645197,,,,,,,,,,,,,,0.0
3645201,,,,,,,,,,,,,,0.0
3645213,,,,,,,,,,,,,,0.0
3645214,,,,,,,,,,,,,,0.0
3645217,,,,,,,,,,,,,,0.0
3645225,,,,,,,,,,,,,,0.0
3645231,,,,,,,,,,,,,,0.0
3645232,,,,,,,,,,,,,,0.0
3645234,,,,,,,,,,,,,,0.0
3645236,,,,,,,,,,,,,,0.0
3645241,,,,,,,,,,,,,,1.0
3645266,,,,,,,,,,,,,,1.0
3645270,,,,,,,,,,,,,,0.0
3645275,14102119.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f4ed833c,44801bc1,1.0,0.0,
3645280,14102119.0,0.0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,1cadcba7,c144e605,1.0,0.0,
3645325,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,4075128d,b6322c17,a0f5f879,1.0,0.0,
3645338,,,,,,,,,,,,,,0.0
3645348,14102119.0,0.0,0d189b1d,f6ebf28e,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c38370d4,1df52df3,1.0,0.0,
3645361,,,,,,,,,,,,,,0.0
3645375,,,,,,,,,,,,,,0.0
3645379,,,,,,,,,,,,,,0.0
3645386,,,,,,,,,,,,,,0.0
3645391,,,,,,,,,,,,,,0.0
3645408,,,,,,,,,,,,,,0.0
3645411,,,,,,,,,,,,,,0.0
3645413,14102119.0,7.0,85f751fd,c4e18dd6,50e219e0,941f1635,7801e8d9,0f2161f8,ffdfe264,d954a7e8,9fa9268f,4.0,2.0,
3645429,,,,,,,,,,,,,,0.0
3645437,,,,,,,,,,,,,,0.0
3645455,,,,,,,,,,,,,,0.0
3645480,14102119.0,1.0,85f751fd,c4e18dd6,50e219e0,8486dd4e,7801e8d9,0f2161f8,73e6da99,82d57346,fdfa8fcd,4.0,0.0,
3645481,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,5f906866,45b8ec07,1.0,0.0,
3645482,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,d27363d4,3bd9e8e7,1.0,0.0,
3645514,,,,,,,,,,,,,,0.0
3645515,,,,,,,,,,,,,,0.0
3645516,,,,,,,,,,,,,,0.0
3645520,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,de97da65,33da2e74,0f2161f8,a99f214a,009a7861,3bb1ddd7,1.0,0.0,
3645551,,,,,,,,,,,,,,0.0
3645581,,,,,,,,,,,,,,1.0
3645591,14102119.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c01c0c94,8a4875bd,1.0,0.0,
3645604,,,,,,,,,,,,,,1.0
3645614,14102119.0,1.0,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,53711b9a,8a4875bd,1.0,0.0,
3645621,14102119.0,0.0,85f751fd,c4e18dd6,50e219e0,66f5e02e,6f7ca2ba,0f2161f8,a99f214a,0947a1a4,ef726eae,1.0,0.0,
3645624,,,,,,,,,,,,,,0.0
3645634,,,,,,,,,,,,,,0.0
3645647,,,,,,,,,,,,,,0.0
3645654,,,,,,,,,,,,,,0.0
3645656,,,,,,,,,,,,,,0.0
3645659,,,,,,,,,,,,,,0.0
3645660,14102119.0,0.0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,be7eff06,8a4875bd,1.0,0.0,
